1,2
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,14
1,17
1,18
1,19
1,20
1,23
1,25
1,26
1,27
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,37
1,39
1,44
1,45
1,46
1,47
1,48
2,2
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,14
2,17
2,18
2,19
2,20
2,23
2,25
2,26
2,27
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,39
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,17
3,18
3,19
3,20
3,23
3,25
3,26
3,27
3,29
3,30
3,31
3,32
3,33
3,34
3,35
3,36
3,37
3,39
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,17
4,18
4,29
5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,17
5,18
5,29
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,17
6,18
6,29
7,1
7,2
7,4
7,5
8,1
8,7
8,8
8,9
8,10
8,11
8,13
8,14
8,17
8,18
9,1
9,7
9,8
9,9
9,10
9,11
9,13
9,14
9,17
9,18
10,1
10,2
10,3
10,5
10,6
10,7
10,8
10,9
10,10
10,12
10,13
10,14
10,17
10,18
11,1
11,2
11,3
11,5
11,6
11,7
11,8
11,9
11,10
11,14
11,15
11,16
11,17
11,18
11,70
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,38
12,39
12,40
12,41
12,42
12,43
12,46
12,70
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,17
13,18
13,29
14,1
14,2
14,3
14,5
14,6
14,7
14,8
14,9
14,10
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,70
15,1
15,2
15,3
15,5
15,6
15,7
15,8
15,9
15,10
15,14
15,15
15,16
15,17
15,18
15,70
16,1
16,2
16,3
16,5
16,6
16,7
16,8
16,9
16,10
16,14
16,15
16,16
16,17
16,18
16,70
16,89
16,90
16,91
17,1
17,2
17,3
17,5
17,6
17,7
17,8
17,9
17,10
17,14
17,15
17,16
17,17
17,18
17,70
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,29
18,70
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,33
19,34
19,36
19,37
19,38
19,39
19,40
19,41
19,42
19,43
19,44
19,45
19,46
19,47
19,48
19,49
19,51
19,52
19,53
19,54
19,55
19,56
19,57
19,58
19,59
19,61
19,62
19,63
19,64
19,65
19,66
19,67
19,68
19,71
19,72
19,73
19,74
19,75
19,76
19,77
19,78
19,79
19,80
19,81
19,82
19,83
19,84
19,85
19,86
19,87
19,88
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,32
20,33
20,34
20,36
20,37
20,38
20,39
20,40
20,41
20,42
20,43
20,44
20,45
20,46
20,47
20,48
20,49
20,51
20,52
20,53
20,54
20,55
20,56
20,57
20,58
20,59
20,61
20,62
20,63
20,64
20,65
20,66
20,67
20,68
20,71
20,72
20,73
